chemical,disease,n_proteins_mapped_chemical,n_proteins_mapped_disease,closest,avg_closest_null,std_closest_null,z_closest
(-)-epicatechin,cranial nerve diseases,11,35,2,1.951545455,0.090677478,0.534361417
(-)-epicatechin,"heart defects, congenital",11,64,1.909090909,1.861363636,0.112130937,0.425638756
(-)-epicatechin,bacterial infections,11,33,1.818181818,1.908,0.120393844,-0.746036332
(-)-epicatechin,nutritional and metabolic diseases,11,663,1.090909091,1.256636364,0.1449329,-1.143475863
(-)-epicatechin,"leukemia, b-cell",11,21,1.909090909,1.890909091,0.128500571,0.14149212
(-)-epicatechin,"skin diseases, papulosquamous",11,60,1.727272727,1.828454545,0.123322831,-0.820462986
(-)-epicatechin,gastroenteritis,11,147,1.818181818,1.654272727,0.145459971,1.126832965
(-)-epicatechin,pathologic processes,11,69,1.818181818,1.818181818,0.12517756,0
(-)-epicatechin,sarcoma,11,27,1.909090909,1.850818182,0.123453039,0.472023432
(-)-epicatechin,hyperthyroidism,11,14,2,2.046818182,0.093321403,-0.501687504
(-)-epicatechin,mitochondrial diseases,11,54,1.818181818,1.906727273,0.097290738,-0.910111865
(-)-epicatechin,peroxisomal disorders,11,20,2.090909091,2.008545455,0.090323752,0.911871292
(-)-epicatechin,nervous system malformations,11,110,1.545454545,1.672545455,0.145613436,-0.872796581
(-)-epicatechin,rheumatic diseases,11,65,1.818181818,1.821909091,0.133277781,-0.027966197
(-)-epicatechin,cardiomegaly,11,37,1.818181818,1.850909091,0.129538277,-0.252645576
(-)-epicatechin,hemic and lymphatic diseases,11,312,1.363636364,1.388,0.148885002,-0.163640636
(-)-epicatechin,hereditary sensory and motor neuropathy,11,57,1.818181818,1.804454545,0.119440811,0.1149295
(-)-epicatechin,basal ganglia diseases,11,55,2,1.784181818,0.143167359,1.507453822
(-)-epicatechin,spondylitis,11,20,1.818181818,1.930636364,0.094249142,-1.193162534
(-)-epicatechin,celiac disease,11,38,2,1.903454545,0.117766964,0.819800826
(-)-epicatechin,"lung diseases, obstructive",11,46,1.909090909,1.869727273,0.12925441,0.304543856
(-)-epicatechin,"metabolism, inborn errors",11,316,1.272727273,1.565818182,0.15314402,-1.913825357
(-)-epicatechin,"genital neoplasms, female",11,26,1.818181818,1.771181818,0.143213157,0.328182138
(-)-epicatechin,arthritis,11,85,1.727272727,1.756454545,0.147820502,-0.197413875
(-)-epicatechin,"bone diseases, metabolic",11,33,2,1.983272727,0.094743848,0.176552601
(-)-epicatechin,neurologic manifestations,11,193,1.636363636,1.576727273,0.147476402,0.404379024
(-)-epicatechin,"neoplasms, glandular and epithelial",11,94,1.636363636,1.575636364,0.154325405,0.393501464
(-)-epicatechin,immunologic deficiency syndromes,11,51,1.909090909,1.848545455,0.106578803,0.568081576
(-)-epicatechin,urologic diseases,11,203,1.636363636,1.616545455,0.153053656,0.129485191
(-)-epicatechin,movement disorders,11,63,2,1.754545455,0.142585338,1.721457125
(-)-epicatechin,respiratory tract neoplasms,11,21,2,1.819636364,0.152221674,1.184874872
(-)-epicatechin,"bone diseases, developmental",11,103,1.727272727,1.697363636,0.143991477,0.207714314
(-)-epicatechin,chromosome disorders,11,34,2,1.841545455,0.130635794,1.212948919
(-)-epicatechin,urination disorders,11,22,2,2.032454545,0.089051522,-0.364446837
(-)-epicatechin,malformations of cortical development,11,23,2,1.929,0.096425323,0.736321099
(-)-epicatechin,lymphatic diseases,11,130,1.545454545,1.642363636,0.149202951,-0.64951189
(-)-epicatechin,signs and symptoms,11,133,1.818181818,1.772090909,0.128434664,0.358866585
(-)-epicatechin,retinal dystrophies,11,73,2,1.894181818,0.099132768,1.067438986
(-)-epicatechin,neoplasms by histologic type,11,306,1.272727273,1.326545455,0.14280357,-0.376868603
(-)-epicatechin,cerebellar diseases,11,38,1.909090909,1.885909091,0.101638437,0.228081215
(-)-epicatechin,"pathological conditions, anatomical",11,21,2,1.967454545,0.088878969,0.36617723
(-)-epicatechin,nephritis,11,24,1.818181818,1.972090909,0.088548955,-1.738124314
(-)-epicatechin,kidney diseases,11,168,1.636363636,1.684090909,0.141986351,-0.336139863
(-)-epicatechin,"diabetes mellitus, type 2",11,83,1.818181818,1.792909091,0.129036993,0.19585645
(-)-epicatechin,pigmentation disorders,11,48,2,1.809454545,0.136750482,1.393380501
(-)-epicatechin,endocrine system diseases,11,333,1.636363636,1.441636364,0.153951694,1.264859568
(-)-epicatechin,overnutrition,11,14,2.090909091,2.044909091,0.092974892,0.494757229
(-)-epicatechin,"genetic diseases, x-linked",11,119,1.727272727,1.653,0.144013056,0.515736068
(-)-epicatechin,"skin diseases, vascular",11,19,2,1.988363636,0.089424977,0.130124313
(-)-epicatechin,musculoskeletal abnormalities,11,67,1.727272727,1.685363636,0.140320736,0.298666412
(-)-epicatechin,gastrointestinal diseases,11,262,1.636363636,1.437272727,0.156244669,1.27422529
(-)-epicatechin,cholestasis,11,35,1.909090909,1.885818182,0.113635055,0.204802359
(-)-epicatechin,"arrhythmias, cardiac",11,31,1.909090909,1.979,0.092246481,-0.757851034
(-)-epicatechin,congenital abnormalities,11,429,1.181818182,1.329181818,0.145720184,-1.011278141
(-)-epicatechin,glomerulonephritis,11,20,1.818181818,2.019818182,0.087503294,-2.304328839
(-)-epicatechin,"metal metabolism, inborn errors",11,21,1.818181818,2.056727273,0.092111323,-2.589751685
(-)-epicatechin,digestive system diseases,11,368,1.636363636,1.372272727,0.157090672,1.681136793
(-)-epicatechin,bile duct diseases,11,38,1.909090909,1.873090909,0.126464446,0.284664987
(-)-epicatechin,congenital disorders of glycosylation,11,25,2,2.020272727,0.093652735,-0.216467008
(-)-epicatechin,"brain diseases, metabolic",11,103,1.727272727,1.798636364,0.124541307,-0.573011782
(-)-epicatechin,urologic neoplasms,11,37,1.818181818,1.799909091,0.135408748,0.134944954
(-)-epicatechin,ovarian neoplasms,11,17,1.818181818,1.865090909,0.110586117,-0.424186075
(-)-epicatechin,blood protein disorders,11,22,2,1.966818182,0.089061916,0.372570228
(-)-epicatechin,neurodegenerative diseases,11,259,1.545454545,1.428454545,0.145245048,0.805535208
(-)-epicatechin,"genetic diseases, inborn",11,960,0.909090909,1.146727273,0.133639579,-1.778188503
(-)-epicatechin,vision disorders,11,22,2,2.057,0.086620241,-0.658044811
(-)-epicatechin,collagen diseases,11,26,2,1.925,0.097843483,0.76653036
(-)-epicatechin,otorhinolaryngologic diseases,11,45,2,1.943090909,0.090092881,0.631671338
(-)-epicatechin,glioma,11,19,1.909090909,1.905545455,0.097890097,0.036218725
(-)-epicatechin,digestive system neoplasms,11,98,1.818181818,1.614636364,0.158866829,1.281233191
(-)-epicatechin,myocardial infarction,11,16,2,2.039,0.095992381,-0.406282245
(-)-epicatechin,"cholestasis, intrahepatic",11,35,1.909090909,1.885818182,0.113635055,0.204802359
(-)-epicatechin,mouth diseases,11,27,2,1.948090909,0.09761448,0.531776543
(-)-epicatechin,panuveitis,11,14,2,2.009545455,0.09252987,-0.103160791
(-)-epicatechin,neuroectodermal tumors,11,52,1.818181818,1.751909091,0.131600416,0.503590562
(-)-epicatechin,"demyelinating autoimmune diseases, cns",11,85,1.818181818,1.731,0.152914361,0.57013493
(-)-epicatechin,cardiovascular diseases,11,384,1.636363636,1.409272727,0.156933317,1.447053518
(-)-epicatechin,dysostoses,11,22,1.818181818,1.902272727,0.09989147,-0.841822721
(-)-epicatechin,"lipid metabolism, inborn errors",11,50,1.818181818,1.894,0.100759266,-0.752468578
(-)-epicatechin,"mental retardation, x-linked",11,70,1.818181818,1.772909091,0.133732062,0.338533083
(-)-epicatechin,crohn disease,11,88,1.909090909,1.752090909,0.141551935,1.109133546
(-)-epicatechin,hemorrhagic disorders,11,59,2,1.869181818,0.108341326,1.20746336
(-)-epicatechin,immunoproliferative disorders,11,108,1.636363636,1.670818182,0.143491267,-0.240115974
(-)-epicatechin,central nervous system diseases,11,396,1.454545455,1.370181818,0.150118851,0.561978964
(-)-epicatechin,"amino acid metabolism, inborn errors",11,56,1.818181818,1.918545455,0.09711474,-1.033454204
(-)-epicatechin,goiter,11,20,2,2.017454545,0.087628819,-0.199187273
(-)-epicatechin,hypopigmentation,11,26,2,1.969090909,0.087310598,0.354013048
(-)-epicatechin,polyneuropathies,11,66,1.727272727,1.746636364,0.1376194,-0.140704264
(-)-epicatechin,peripheral nervous system diseases,11,73,1.727272727,1.729636364,0.147074052,-0.016071063
(-)-epicatechin,"blood coagulation disorders, inherited",11,36,2,1.955090909,0.092529379,0.485349534
(-)-epicatechin,"brain diseases, metabolic, inborn",11,102,1.818181818,1.820090909,0.115370728,-0.016547446
(-)-epicatechin,endocrine gland neoplasms,11,53,1.818181818,1.700272727,0.155472912,0.758389929
(-)-epicatechin,"heredodegenerative disorders, nervous system",11,219,1.727272727,1.492,0.155777336,1.510314227
(-)-epicatechin,"genital diseases, female",11,38,1.818181818,1.737636364,0.151056992,0.533212355
(-)-epicatechin,malabsorption syndromes,11,38,2,1.903454545,0.117766964,0.819800826
(-)-epicatechin,"neoplasms, neuroepithelial",11,28,1.909090909,1.834090909,0.126699195,0.591953249
biochanin a,liver diseases,1,81,2,1.928,0.304657184,0.236331207
biochanin a,lung diseases,1,83,2,1.881,0.356144634,0.334133913
biochanin a,overweight,1,14,2,2.156,0.392,-0.397959184
biochanin a,bone marrow diseases,1,60,1,1.907,0.31360963,-2.892130577
biochanin a,tauopathies,1,38,2,1.972,0.288471836,0.097063202
biochanin a,intellectual disability,1,99,2,1.907,0.310404575,0.299608986
biochanin a,spondylarthropathies,1,20,2,2.017,0.258284727,-0.065818836
biochanin a,anemia,1,60,1,1.961,0.271070102,-3.545208395
biochanin a,"carcinoma, renal cell",1,19,2,2.028,0.274255355,-0.102094633
biochanin a,"cardiomyopathy, dilated",1,32,2,1.98,0.28213472,0.070888121
biochanin a,inflammatory bowel diseases,1,144,2,1.868,0.358574957,0.368123867
biochanin a,prostatic diseases,1,68,2,1.945,0.282798515,0.194484755
biochanin a,vascular diseases,1,213,2,1.803,0.440671079,0.447045448
biochanin a,hypersensitivity,1,54,2,1.959,0.28163629,0.14557783
biochanin a,metabolic diseases,1,649,1,1.617,0.579923271,-1.063933853
biochanin a,sleep disorders,1,21,2,2.128,0.365535224,-0.350171452
biochanin a,"abnormalities, multiple",1,141,2,1.871,0.346927946,0.371835136
biochanin a,"leukemia, myeloid, acute",1,43,2,1.929,0.303247424,0.234132245
biochanin a,alzheimer disease,1,32,2,1.991,0.284462651,0.0316386
biochanin a,"liver cirrhosis, biliary",1,28,2,1.971,0.275969201,0.10508419
biochanin a,"death, sudden",1,23,2,2.019,0.338583815,-0.05611609
biochanin a,cerebrovascular disorders,1,52,2,1.987,0.250661126,0.051862849
biochanin a,"genital diseases, male",1,94,2,1.936,0.286188749,0.223628638
biochanin a,uveal diseases,1,19,2,2.058,0.28746478,-0.201763847
biochanin a,cerebellar ataxia,1,35,2,2.002,0.232370394,-0.008606948
biochanin a,virus diseases,1,22,2,2.033,0.325439703,-0.101401273
biochanin a,"infant, newborn, diseases",1,53,2,2.008,0.264454155,-0.03025099
biochanin a,parkinson disease,1,39,2,1.942,0.304361627,0.190562787
biochanin a,behcet syndrome,1,14,2,2.105,0.322451547,-0.325630319
biochanin a,"genital neoplasms, male",1,77,2,1.943,0.292832717,0.194650381
biochanin a,exophthalmos,1,14,2,2.177,0.407027026,-0.434860559
biochanin a,epilepsy,1,32,2,2.075,0.330718914,-0.226778684
biochanin a,immune system diseases,1,473,2,1.568,0.548977231,0.786917882
biochanin a,"purine-pyrimidine metabolism, inborn errors",1,20,2,2.146,0.366993188,-0.397827548
biochanin a,retinal diseases,1,138,2,1.938,0.275963766,0.224667176
biochanin a,nervous system diseases,1,805,2,1.425,0.562472222,1.022272706
biochanin a,"muscular disorders, atrophic",1,36,2,2.007,0.221248729,-0.0316386
biochanin a,thyroid diseases,1,35,2,2.023,0.323219739,-0.07115902
biochanin a,"carbohydrate metabolism, inborn errors",1,85,2,1.943,0.325193788,0.175280101
biochanin a,tdp-43 proteinopathies,1,30,2,1.968,0.291506432,0.109774593
biochanin a,"colitis, ulcerative",1,68,2,1.944,0.294726992,0.19000635
biochanin a,dementia,1,47,2,1.949,0.261532025,0.195004799
biochanin a,disorders of sex development,1,27,2,2.042,0.268767558,-0.156268861
biochanin a,skin diseases,1,310,0,1.702,0.484970102,-3.509494693
biochanin a,neoplasms,1,531,1,1.575,0.521895583,-1.101752953
biochanin a,"congenital, hereditary, and neonatal diseases and abnormalities",1,1129,1,1.308,0.568450526,-0.541823758
biochanin a,motor neuron disease,1,36,2,1.944,0.280827349,0.199410777
biochanin a,cardiomyopathies,1,53,2,1.949,0.297319693,0.171532533
biochanin a,joint diseases,1,89,2,1.907,0.323034054,0.287895344
biochanin a,"uveitis, anterior",1,14,2,2.105,0.322451547,-0.325630319
biochanin a,graves disease,1,14,2,2.177,0.407027026,-0.434860559
biochanin a,"renal tubular transport, inborn errors",1,38,2,2.075,0.308828431,-0.242853288
biochanin a,muscular dystrophies,1,39,2,1.997,0.242880629,0.012351747
biochanin a,carotid artery diseases,1,19,2,2.077,0.308335856,-0.249727687
biochanin a,"pathological conditions, signs and symptoms",1,220,2,1.863,0.377135254,0.363264899
biochanin a,heart diseases,1,197,2,1.809,0.44555471,0.428679117
biochanin a,leprosy,1,20,2,2.144,0.375851034,-0.383130514
biochanin a,breast neoplasms,1,43,2,1.914,0.320318591,0.268482699
biochanin a,bone diseases,1,162,2,1.825,0.422344646,0.414353542
biochanin a,respiratory tract diseases,1,103,2,1.864,0.389235147,0.349403184
biochanin a,cardiovascular abnormalities,1,71,2,1.96,0.261533937,0.152943823
biochanin a,death,1,23,2,2.019,0.338583815,-0.05611609
biochanin a,arteriosclerosis,1,45,2,2.021,0.304235106,-0.069025565
biochanin a,intestinal neoplasms,1,43,2,1.932,0.298958191,0.227456554
biochanin a,skin abnormalities,1,72,2,1.965,0.240364307,0.145612302
biochanin a,adenocarcinoma,1,32,2,1.962,0.276687549,0.137339031
biochanin a,urological manifestations,1,19,2,2.176,0.396262539,-0.444149983
biochanin a,"anemia, hemolytic",1,29,2,2.042,0.268767558,-0.156268861
biochanin a,respiratory hypersensitivity,1,45,2,1.962,0.297583602,0.127695208
biochanin a,ovarian diseases,1,28,2,1.921,0.320560447,0.24644338
biochanin a,spinocerebellar ataxias,1,33,2,2.008,0.240698982,-0.033236534
biochanin a,urogenital neoplasms,1,135,2,1.837,0.380040787,0.428901332
biochanin a,"anemia, aplastic",1,21,1,2.009,0.270035183,-3.736550138
biochanin a,head and neck neoplasms,1,38,2,1.97,0.270370117,0.110959008
biochanin a,lung neoplasms,1,21,2,1.935,0.304589888,0.2134017
biochanin a,leukemia,1,124,2,1.836,0.375638124,0.436590403
biochanin a,actinomycetales infections,1,29,2,2.048,0.275129061,-0.174463577
biochanin a,colonic diseases,1,116,2,1.869,0.354737931,0.3692867
biochanin a,colitis,1,68,2,1.944,0.294726992,0.19000635
biochanin a,blood platelet disorders,1,28,2,2.064,0.319224059,-0.200486142
biochanin a,esophageal diseases,1,26,2,1.992,0.248869444,0.032145369
biochanin a,keratosis,1,25,2,2.045,0.26263092,-0.171343115
biochanin a,rectal diseases,1,32,2,1.951,0.28389963,0.172596209
biochanin a,insulin resistance,1,32,2,2.079,0.307829498,-0.256635574
biochanin a,mycobacterium infections,1,29,2,2.048,0.275129061,-0.174463577
biochanin a,spinocerebellar degenerations,1,35,2,2.012,0.218760143,-0.054854599
biochanin a,ocular motility disorders,1,20,2,2.116,0.388,-0.298969072
biochanin a,adrenal gland diseases,1,19,2,2.017,0.320485569,-0.05304451
biochanin a,"lysosomal storage diseases, nervous system",1,36,2,2.037,0.267639683,-0.138245568
biochanin a,intestinal diseases,1,222,2,1.794,0.416610129,0.494467094
biochanin a,myocardial ischemia,1,52,2,1.983,0.27333313,0.062195168
biochanin a,gout,1,17,2,2.155,0.375466377,-0.412819921
biochanin a,neuromuscular diseases,1,177,2,1.787,0.449033406,0.474352235
biochanin a,hematologic diseases,1,198,1,1.796,0.422355301,-1.884669137
biochanin a,spinal cord diseases,1,70,2,1.896,0.333442649,0.311897714
biochanin a,multiple sclerosis,1,84,2,1.885,0.365752649,0.314420143
biochanin a,albuminuria,1,19,2,2.176,0.396262539,-0.444149983
biochanin a,metabolic syndrome x,1,17,2,2.151,0.371751261,-0.406185576
biochanin a,brain diseases,1,351,2,1.75,0.466368953,0.536056267
biochanin a,connective tissue diseases,1,175,2,1.848,0.403603766,0.376606991
biochanin a,neoplasms by site,1,281,2,1.696,0.487425892,0.623684554
biochanin a,female urogenital diseases,1,264,2,1.777,0.446397805,0.499554428
biochanin a,"spastic paraplegia, hereditary",1,23,2,2.055,0.275635629,-0.19953879
biochanin a,heart arrest,1,17,2,2.049,0.347273667,-0.141099095
biochanin a,"lymphoma, non-hodgkin",1,26,2,1.965,0.322141273,0.108647984
biochanin a,"leukemia, lymphoid",1,73,2,1.955,0.258795286,0.173882611
biochanin a,musculoskeletal diseases,1,330,2,1.705,0.507912394,0.580808823
biochanin a,nutrition disorders,1,25,2,2.116,0.364065928,-0.318623609
biochanin a,autoimmune diseases of the nervous system,1,99,2,1.863,0.395260673,0.346606706
biochanin a,"limb deformities, congenital",1,21,2,1.981,0.294345036,0.064550095
biochanin a,"arthritis, rheumatoid",1,43,2,1.944,0.323827114,0.172931782
biochanin a,lipidoses,1,29,2,2.067,0.294127523,-0.227792351
biochanin a,retinitis pigmentosa,1,72,2,2.004,0.232344572,-0.01721581
biochanin a,male urogenital diseases,1,317,2,1.8,0.421900462,0.474045463
biochanin a,neuroendocrine tumors,1,25,2,2.004,0.244916312,-0.016332109
biochanin a,pancreatic diseases,1,25,2,1.983,0.310983922,0.054665205
biochanin a,"death, sudden, cardiac",1,17,2,2.049,0.347273667,-0.141099095
biochanin a,hemostatic disorders,1,24,2,2.043,0.311690552,-0.137957342
biochanin a,blood coagulation disorders,1,40,2,2.009,0.317677509,-0.028330617
biochanin a,"neoplasms, connective tissue",1,30,1,1.95,0.305777697,-3.106832216
biochanin a,"leukemia, lymphocytic, chronic, b-cell",1,19,2,2.008,0.299893314,-0.026676153
biochanin a,proteostasis deficiencies,1,40,2,1.906,0.333412657,0.281932908
biochanin a,liver cirrhosis,1,30,2,2.002,0.27567372,-0.007254953
biochanin a,"cardiomyopathy, hypertrophic",1,23,2,2.032,0.364658745,-0.087753277
biochanin a,hair diseases,1,22,2,2.063,0.295010169,-0.21355196
biochanin a,"neoplasms, germ cell and embryonal",1,59,2,1.903,0.334052391,0.290373614
biochanin a,arterial occlusive diseases,1,51,2,1.984,0.271558465,0.058919172
biochanin a,dyskinesias,1,50,2,1.944,0.298100654,0.187856012
biochanin a,prostatic neoplasms,1,68,2,1.945,0.282798515,0.194484755
biochanin a,bacterial infections and mycoses,1,37,2,1.994,0.256834577,0.02336134
biochanin a,bronchial diseases,1,54,2,1.962,0.320243657,0.118659649
biochanin a,adnexal diseases,1,28,2,1.921,0.320560447,0.24644338
biochanin a,lymphoma,1,29,2,1.968,0.291506432,0.109774593
biochanin a,"skin diseases, genetic",1,130,2,1.901,0.333465141,0.296882606
biochanin a,lysosomal storage diseases,1,49,2,2.001,0.277486937,-0.003603773
biochanin a,ectodermal dysplasia,1,20,2,2.031,0.28642451,-0.108230961
biochanin a,parkinsonian disorders,1,40,2,1.975,0.265282868,0.094239029
biochanin a,"hypersensitivity, immediate",1,54,2,1.959,0.28163629,0.14557783
biochanin a,carcinoma,1,57,2,1.904,0.323703568,0.29656763
biochanin a,ataxia,1,35,2,2.002,0.232370394,-0.008606948
biochanin a,psoriasis,1,60,2,1.949,0.29051506,0.17555028
biochanin a,muscular diseases,1,70,2,1.948,0.259414726,0.200451227
biochanin a,ankylosis,1,14,2,2.076,0.313407084,-0.242496114
biochanin a,"neoplastic syndromes, hereditary",1,37,2,1.918,0.298790897,0.274439419
biochanin a,spondylarthritis,1,20,2,2.017,0.258284727,-0.065818836
biochanin a,"leukemia, myeloid",1,54,2,1.906,0.318062887,0.295539039
biochanin a,uveitis,1,14,2,2.105,0.322451547,-0.325630319
biochanin a,dyssomnias,1,21,2,2.128,0.365535224,-0.350171452
biochanin a,obesity,1,14,2,2.156,0.392,-0.397959184
biochanin a,stomatognathic diseases,1,44,2,1.991,0.284462651,0.0316386
biochanin a,sensation disorders,1,22,2,2.19,0.39736633,-0.478148212
biochanin a,amyotrophic lateral sclerosis,1,25,2,1.95,0.302489669,0.165294901
biochanin a,varicose veins,1,28,2,2.114,0.344969564,-0.330463936
biochanin a,lymphoproliferative disorders,1,115,2,1.901,0.327412584,0.302370785
biochanin a,vasculitis,1,17,2,2.082,0.339523195,-0.241515164
biochanin a,"lupus erythematosus, systemic",1,87,2,1.935,0.304589888,0.2134017
biochanin a,lipid metabolism disorders,1,55,2,1.989,0.234262673,0.046955837
biochanin a,asthma,1,43,2,1.955,0.317765637,0.141613802
biochanin a,myeloproliferative disorders,1,19,2,2.017,0.269649773,-0.063044741
biochanin a,"eye diseases, hereditary",1,136,2,1.954,0.268111917,0.171570143
biochanin a,coronary artery disease,1,37,2,2.051,0.316858012,-0.160955374
biochanin a,retinal degeneration,1,120,2,1.984,0.231827522,0.069016827
biochanin a,hypothalamic diseases,1,26,2,2.034,0.262381402,-0.129582355
biochanin a,nevi and melanomas,1,17,2,2.064,0.275506806,-0.232299162
biochanin a,autoimmune diseases,1,288,2,1.726,0.486748395,0.562919165
biochanin a,spinal diseases,1,27,2,2.026,0.270784047,-0.096017473
biochanin a,skin and connective tissue diseases,1,428,0,1.654,0.51018036,-3.241990733
biochanin a,hyperinsulinism,1,32,2,2.079,0.307829498,-0.256635574
biochanin a,gonadal disorders,1,67,2,1.901,0.327412584,0.302370785
biochanin a,osteochondrodysplasias,1,56,2,1.98,0.248193473,0.080582296
biochanin a,gram-positive bacterial infections,1,29,2,2.048,0.275129061,-0.174463577
biochanin a,charcot-marie-tooth disease,1,29,2,2.006,0.248925692,-0.024103579
biochanin a,gastrointestinal neoplasms,1,75,2,1.881,0.338879034,0.351157752
biochanin a,"neoplasms, nerve tissue",1,54,2,1.906,0.32735913,0.287146413
biochanin a,eye diseases,1,272,2,1.821,0.450509711,0.397327728
biochanin a,craniofacial abnormalities,1,43,2,1.931,0.272468347,0.253240425
biochanin a,body weight,1,14,2,2.156,0.392,-0.397959184
biochanin a,dwarfism,1,27,2,2.048,0.381701454,-0.12575273
biochanin a,osteoporosis,1,18,2,2.161,0.4325263,-0.3722317
biochanin a,dna repair-deficiency disorders,1,46,1,1.948,0.274401166,-3.454795813
biochanin a,"diabetes mellitus, type 1",1,94,2,1.932,0.30883005,0.220185827
biochanin a,colorectal neoplasms,1,43,2,1.932,0.298958191,0.227456554
biochanin a,diabetes mellitus,1,186,2,1.869,0.373950531,0.350313715
biochanin a,macular degeneration,1,51,2,2.072,0.335880931,-0.214361678
biochanin a,"cardiomyopathy, hypertrophic, familial",1,22,2,2.052,0.324493451,-0.160249767
biochanin a,biliary tract diseases,1,48,2,1.98,0.271293199,0.073720978
biochanin a,kidney neoplasms,1,23,2,2.008,0.275564874,-0.029031276
biochanin a,stomatognathic system abnormalities,1,19,2,2.16,0.387814389,-0.412568499
biochanin a,breast diseases,1,45,0,1.93,0.308382879,-6.258453799
biochanin a,precursor cell lymphoblastic leukemia-lymphoma,1,43,2,2.004,0.244916312,-0.016332109
biochanin a,hypotrichosis,1,18,2,2.105,0.340551024,-0.308323842
biochanin a,female urogenital diseases and pregnancy complications,1,275,2,1.749,0.458256478,0.547728209
biochanin a,neurobehavioral manifestations,1,104,2,1.898,0.312403585,0.326500734
biochanin a,aneurysm,1,17,2,2.032,0.273817457,-0.116866179
biochanin a,"spondylitis, ankylosing",1,14,2,2.076,0.313407084,-0.242496114
biochanin a,orbital diseases,1,14,2,2.177,0.407027026,-0.434860559
biochanin a,proteinuria,1,19,2,2.176,0.396262539,-0.444149983
biochanin a,demyelinating diseases,1,104,2,1.889,0.358718553,0.30943479
biochanin a,urogenital abnormalities,1,35,2,1.979,0.261837736,0.080202343
biochanin a,coronary disease,1,44,2,1.991,0.270035183,0.03332899
biochanin a,glucose metabolism disorders,1,205,2,1.857,0.380198632,0.376119186
biochanin a,"neoplasms, connective and soft tissue",1,43,1,1.938,0.300259887,-3.123960407
biochanin a,thoracic neoplasms,1,23,2,1.936,0.328487443,0.19483241
biochanin a,cranial nerve diseases,1,35,2,2.027,0.300451327,-0.089864805
biochanin a,"heart defects, congenital",1,64,2,1.979,0.237821362,0.088301572
biochanin a,bacterial infections,1,33,2,2.003,0.258826197,-0.01159079
biochanin a,nutritional and metabolic diseases,1,663,1,1.635,0.552969258,-1.148345936
biochanin a,"leukemia, b-cell",1,21,2,2,0.296647939,0
biochanin a,"skin diseases, papulosquamous",1,60,2,1.949,0.29051506,0.17555028
biochanin a,gastroenteritis,1,147,2,1.901,0.321246012,0.308175032
biochanin a,pathologic processes,1,69,2,1.956,0.286468148,0.153594737
biochanin a,sarcoma,1,27,2,1.954,0.316044301,0.145549215
biochanin a,hyperthyroidism,1,14,2,2.177,0.407027026,-0.434860559
biochanin a,mitochondrial diseases,1,54,2,2.007,0.284518892,-0.024602936
biochanin a,peroxisomal disorders,1,20,3,2.112,0.345624073,2.569265479
biochanin a,nervous system malformations,1,110,2,1.899,0.326801163,0.309056428
biochanin a,rheumatic diseases,1,65,2,1.966,0.277207504,0.122651803
biochanin a,cardiomegaly,1,37,2,1.961,0.305743356,0.127557964
biochanin a,hemic and lymphatic diseases,1,312,1,1.698,0.476231036,-1.465675159
biochanin a,hereditary sensory and motor neuropathy,1,57,2,1.943,0.306187851,0.186160228
biochanin a,basal ganglia diseases,1,55,2,1.93,0.314801525,0.222362328
biochanin a,spondylitis,1,20,2,2.017,0.258284727,-0.065818836
biochanin a,celiac disease,1,38,2,2.003,0.294942367,-0.010171479
biochanin a,"lung diseases, obstructive",1,46,2,1.978,0.305803859,0.071941538
biochanin a,"metabolism, inborn errors",1,316,2,1.854,0.38818037,0.376113815
biochanin a,"genital neoplasms, female",1,26,2,1.917,0.325746834,0.254799099
biochanin a,arthritis,1,85,2,1.925,0.312049676,0.240346348
biochanin a,"bone diseases, metabolic",1,33,2,2.061,0.333585072,-0.1828619
biochanin a,neurologic manifestations,1,193,2,1.821,0.401196959,0.446164897
biochanin a,"neoplasms, glandular and epithelial",1,94,2,1.832,0.392142831,0.428415329
biochanin a,immunologic deficiency syndromes,1,51,2,1.966,0.254644851,0.133519291
biochanin a,urologic diseases,1,203,2,1.863,0.385007792,0.355836954
biochanin a,movement disorders,1,63,2,1.902,0.349851397,0.280118933
biochanin a,respiratory tract neoplasms,1,21,2,1.935,0.304589888,0.2134017
biochanin a,"bone diseases, developmental",1,103,2,1.877,0.354783032,0.346690763
biochanin a,chromosome disorders,1,34,2,1.975,0.253722289,0.098532928
biochanin a,urination disorders,1,22,2,2.148,0.368911914,-0.401179779
biochanin a,malformations of cortical development,1,23,2,2.026,0.285173631,-0.091172525
biochanin a,lymphatic diseases,1,130,2,1.892,0.323010836,0.334354108
biochanin a,signs and symptoms,1,133,2,1.936,0.31607594,0.202482985
biochanin a,retinal dystrophies,1,73,2,1.995,0.238694365,0.02094729
biochanin a,neoplasms by histologic type,1,306,1,1.648,0.487950817,-1.328002694
biochanin a,cerebellar diseases,1,38,2,1.993,0.24279827,0.028830518
biochanin a,"pathological conditions, anatomical",1,21,2,2.053,0.303629709,-0.174554724
biochanin a,nephritis,1,24,2,2.084,0.33006666,-0.254494047
biochanin a,kidney diseases,1,168,2,1.893,0.333992515,0.320366461
biochanin a,"diabetes mellitus, type 2",1,83,2,1.968,0.281026689,0.113868188
biochanin a,pigmentation disorders,1,48,2,1.944,0.291314263,0.192232263
