,chemical,DirectEvidence,disease,pubchem_compound_id
240443,resveratrol,therapeutic,Enterovirus Infections,445154.0
240444,trans-resveratrol,therapeutic,Enterovirus Infections,445154.0
240589,resveratrol,therapeutic,Epstein-Barr Virus Infections,445154.0
240590,trans-resveratrol,therapeutic,Epstein-Barr Virus Infections,445154.0
240591,resveratrol,therapeutic,Erectile Dysfunction,445154.0
240592,trans-resveratrol,therapeutic,Erectile Dysfunction,445154.0
240605,resveratrol,therapeutic,Erythema,445154.0
240606,trans-resveratrol,therapeutic,Erythema,445154.0
240639,resveratrol,therapeutic,Esophageal Neoplasms,445154.0
240640,trans-resveratrol,therapeutic,Esophageal Neoplasms,445154.0
240923,resveratrol,therapeutic,Fanconi Anemia,445154.0
240924,trans-resveratrol,therapeutic,Fanconi Anemia,445154.0
240955,resveratrol,therapeutic,Fatigue,445154.0
240956,trans-resveratrol,therapeutic,Fatigue,445154.0
240963,resveratrol,therapeutic,Fatty Liver,445154.0
240964,trans-resveratrol,therapeutic,Fatty Liver,445154.0
241079,resveratrol,therapeutic,"Fatty Liver, Alcoholic",445154.0
241080,trans-resveratrol,therapeutic,"Fatty Liver, Alcoholic",445154.0
241127,resveratrol,therapeutic,Fetal Growth Retardation,445154.0
241128,trans-resveratrol,therapeutic,Fetal Growth Retardation,445154.0
241195,resveratrol,therapeutic,Fibrosis,445154.0
241196,trans-resveratrol,therapeutic,Fibrosis,445154.0
241263,resveratrol,therapeutic,Fish Diseases,445154.0
241264,trans-resveratrol,therapeutic,Fish Diseases,445154.0
241285,resveratrol,therapeutic,Food Hypersensitivity,445154.0
241286,trans-resveratrol,therapeutic,Food Hypersensitivity,445154.0
241315,resveratrol,therapeutic,Friedreich Ataxia,445154.0
241316,trans-resveratrol,therapeutic,Friedreich Ataxia,445154.0
241513,resveratrol,therapeutic,Glioblastoma,445154.0
241514,trans-resveratrol,therapeutic,Glioblastoma,445154.0
241587,resveratrol,therapeutic,Glioma,445154.0
241588,trans-resveratrol,therapeutic,Glioma,445154.0
241757,resveratrol,therapeutic,"Glomerulonephritis, IGA",445154.0
241758,trans-resveratrol,therapeutic,"Glomerulonephritis, IGA",445154.0
241799,resveratrol,therapeutic,"Glomerulonephritis, Membranous",445154.0
241800,trans-resveratrol,therapeutic,"Glomerulonephritis, Membranous",445154.0
241843,resveratrol,therapeutic,Glucose Intolerance,445154.0
241844,trans-resveratrol,therapeutic,Glucose Intolerance,445154.0
242021,resveratrol,therapeutic,Head and Neck Neoplasms,445154.0
242022,trans-resveratrol,therapeutic,Head and Neck Neoplasms,445154.0
242055,resveratrol,therapeutic,Hearing Loss,445154.0
242056,trans-resveratrol,therapeutic,Hearing Loss,445154.0
242077,resveratrol,therapeutic,"Hearing Loss, Noise-Induced",445154.0
242078,trans-resveratrol,therapeutic,"Hearing Loss, Noise-Induced",445154.0
242153,resveratrol,therapeutic,Heart Diseases,445154.0
242154,trans-resveratrol,therapeutic,Heart Diseases,445154.0
242211,resveratrol,therapeutic,Heart Failure,445154.0
242212,trans-resveratrol,therapeutic,Heart Failure,445154.0
242371,resveratrol,therapeutic,"Heart Failure, Diastolic",445154.0
242372,trans-resveratrol,therapeutic,"Heart Failure, Diastolic",445154.0
242517,resveratrol,therapeutic,Hematoma,445154.0
242518,trans-resveratrol,therapeutic,Hematoma,445154.0
242577,resveratrol,therapeutic,Hemorrhage,445154.0
242578,trans-resveratrol,therapeutic,Hemorrhage,445154.0
242623,resveratrol,therapeutic,Hepatic Insufficiency,445154.0
242624,trans-resveratrol,therapeutic,Hepatic Insufficiency,445154.0
242629,resveratrol,therapeutic,Hepatitis,445154.0
242630,trans-resveratrol,therapeutic,Hepatitis,445154.0
242711,resveratrol,therapeutic,Hepatitis C,445154.0
242712,trans-resveratrol,therapeutic,Hepatitis C,445154.0
242785,resveratrol,therapeutic,Hepatomegaly,445154.0
242786,trans-resveratrol,therapeutic,Hepatomegaly,445154.0
242931,resveratrol,therapeutic,Herpes Simplex,445154.0
242932,trans-resveratrol,therapeutic,Herpes Simplex,445154.0
242969,resveratrol,therapeutic,HIV Infections,445154.0
242970,trans-resveratrol,therapeutic,HIV Infections,445154.0
243123,resveratrol,therapeutic,Huntington Disease,445154.0
243124,trans-resveratrol,therapeutic,Huntington Disease,445154.0
243159,resveratrol,therapeutic,Hyperalgesia,445154.0
243160,trans-resveratrol,therapeutic,Hyperalgesia,445154.0
243257,resveratrol,therapeutic,Hyperamylasemia,445154.0
243258,trans-resveratrol,therapeutic,Hyperamylasemia,445154.0
243297,resveratrol,therapeutic,Hypercholesterolemia,445154.0
243298,trans-resveratrol,therapeutic,Hypercholesterolemia,445154.0
243367,resveratrol,therapeutic,Hyperglycemia,445154.0
243368,trans-resveratrol,therapeutic,Hyperglycemia,445154.0
243433,resveratrol,therapeutic,Hyperinsulinism,445154.0
243434,trans-resveratrol,therapeutic,Hyperinsulinism,445154.0
243491,resveratrol,therapeutic,Hyperlipidemias,445154.0
243492,trans-resveratrol,therapeutic,Hyperlipidemias,445154.0
243571,resveratrol,therapeutic,Hyperplasia,445154.0
243572,trans-resveratrol,therapeutic,Hyperplasia,445154.0
243619,resveratrol,therapeutic,Hypersensitivity,445154.0
243620,trans-resveratrol,therapeutic,Hypersensitivity,445154.0
243727,resveratrol,therapeutic,Hypertension,445154.0
243728,trans-resveratrol,therapeutic,Hypertension,445154.0
243977,resveratrol,therapeutic,"Hypertension, Pulmonary",445154.0
243978,trans-resveratrol,therapeutic,"Hypertension, Pulmonary",445154.0
244025,resveratrol,therapeutic,Hypertensive Encephalopathy,445154.0
244026,trans-resveratrol,therapeutic,Hypertensive Encephalopathy,445154.0
244027,resveratrol,therapeutic,Hypertensive Nephropathy,445154.0
244028,trans-resveratrol,therapeutic,Hypertensive Nephropathy,445154.0
244029,resveratrol,therapeutic,Hyperthyroidism,445154.0
244030,trans-resveratrol,therapeutic,Hyperthyroidism,445154.0
244055,resveratrol,therapeutic,Hypertriglyceridemia,445154.0
244056,trans-resveratrol,therapeutic,Hypertriglyceridemia,445154.0
244073,resveratrol,therapeutic,Hypertrophy,445154.0
244074,trans-resveratrol,therapeutic,Hypertrophy,445154.0
244101,resveratrol,therapeutic,"Hypertrophy, Left Ventricular",445154.0
244102,trans-resveratrol,therapeutic,"Hypertrophy, Left Ventricular",445154.0
244131,resveratrol,therapeutic,"Hypertrophy, Right Ventricular",445154.0
244132,trans-resveratrol,therapeutic,"Hypertrophy, Right Ventricular",445154.0
244135,resveratrol,therapeutic,Hyperuricemia,445154.0
244136,trans-resveratrol,therapeutic,Hyperuricemia,445154.0
244223,resveratrol,therapeutic,Hyponatremia,445154.0
244224,trans-resveratrol,therapeutic,Hyponatremia,445154.0
244315,resveratrol,therapeutic,Hypothermia,445154.0
244316,trans-resveratrol,therapeutic,Hypothermia,445154.0
244427,resveratrol,therapeutic,"Infarction, Middle Cerebral Artery",445154.0
244428,trans-resveratrol,therapeutic,"Infarction, Middle Cerebral Artery",445154.0
244493,resveratrol,therapeutic,"Infertility, Female",445154.0
244494,trans-resveratrol,therapeutic,"Infertility, Female",445154.0
244541,resveratrol,therapeutic,"Infertility, Male",445154.0
244542,trans-resveratrol,therapeutic,"Infertility, Male",445154.0
244595,resveratrol,therapeutic,Inflammation,445154.0
244596,trans-resveratrol,therapeutic,Inflammation,445154.0
244777,resveratrol,therapeutic,"Influenza, Human",445154.0
244778,trans-resveratrol,therapeutic,"Influenza, Human",445154.0
244817,resveratrol,therapeutic,Insulin Resistance,445154.0
244818,trans-resveratrol,therapeutic,Insulin Resistance,445154.0
244973,resveratrol,therapeutic,Intervertebral Disc Degeneration,445154.0
244974,trans-resveratrol,therapeutic,Intervertebral Disc Degeneration,445154.0
244979,resveratrol,therapeutic,Intestinal Diseases,445154.0
244980,trans-resveratrol,therapeutic,Intestinal Diseases,445154.0
245061,resveratrol,therapeutic,Ischemia,445154.0
245062,trans-resveratrol,therapeutic,Ischemia,445154.0
245107,resveratrol,therapeutic,"Ischemic Attack, Transient",445154.0
245108,trans-resveratrol,therapeutic,"Ischemic Attack, Transient",445154.0
245165,resveratrol,therapeutic,Keloid,445154.0
245166,trans-resveratrol,therapeutic,Keloid,445154.0
245247,resveratrol,therapeutic,Kidney Calculi,445154.0
245248,trans-resveratrol,therapeutic,Kidney Calculi,445154.0
245259,resveratrol,therapeutic,Kidney Diseases,445154.0
245260,trans-resveratrol,therapeutic,Kidney Diseases,445154.0
245675,resveratrol,therapeutic,Lens Diseases,445154.0
245676,trans-resveratrol,therapeutic,Lens Diseases,445154.0
245801,resveratrol,therapeutic,"Leukemia, Lymphoid",445154.0
245802,trans-resveratrol,therapeutic,"Leukemia, Lymphoid",445154.0
245807,resveratrol,therapeutic,"Leukemia-Lymphoma, Adult T-Cell",445154.0
245808,trans-resveratrol,therapeutic,"Leukemia-Lymphoma, Adult T-Cell",445154.0
245853,resveratrol,therapeutic,"Leukemia, Monocytic, Acute",445154.0
245854,trans-resveratrol,therapeutic,"Leukemia, Monocytic, Acute",445154.0
245857,resveratrol,therapeutic,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",445154.0
245858,trans-resveratrol,therapeutic,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",445154.0
245893,resveratrol,therapeutic,"Leukemia, Myeloid, Acute",445154.0
245894,trans-resveratrol,therapeutic,"Leukemia, Myeloid, Acute",445154.0
246015,resveratrol,therapeutic,"Leukemia, Promyelocytic, Acute",445154.0
246016,trans-resveratrol,therapeutic,"Leukemia, Promyelocytic, Acute",445154.0
246065,resveratrol,therapeutic,"Leukemia, T-Cell",445154.0
246066,trans-resveratrol,therapeutic,"Leukemia, T-Cell",445154.0
246243,resveratrol,therapeutic,Liver Cirrhosis,445154.0
246244,trans-resveratrol,therapeutic,Liver Cirrhosis,445154.0
246417,resveratrol,therapeutic,"Liver Cirrhosis, Experimental",445154.0
246418,trans-resveratrol,therapeutic,"Liver Cirrhosis, Experimental",445154.0
247151,resveratrol,therapeutic,Liver Diseases,445154.0
247152,trans-resveratrol,therapeutic,Liver Diseases,445154.0
247233,resveratrol,therapeutic,"Liver Diseases, Alcoholic",445154.0
247234,trans-resveratrol,therapeutic,"Liver Diseases, Alcoholic",445154.0
247287,resveratrol,therapeutic,Liver Neoplasms,445154.0
247288,trans-resveratrol,therapeutic,Liver Neoplasms,445154.0
247421,resveratrol,therapeutic,"Liver Neoplasms, Experimental",445154.0
247422,trans-resveratrol,therapeutic,"Liver Neoplasms, Experimental",445154.0
247591,resveratrol,therapeutic,Lung Diseases,445154.0
247592,trans-resveratrol,therapeutic,Lung Diseases,445154.0
247987,resveratrol,therapeutic,Lymphatic Diseases,445154.0
247988,trans-resveratrol,therapeutic,Lymphatic Diseases,445154.0
248031,resveratrol,therapeutic,"Lymphoma, B-Cell",445154.0
248032,trans-resveratrol,therapeutic,"Lymphoma, B-Cell",445154.0
248127,resveratrol,therapeutic,"Lymphoma, Non-Hodgkin",445154.0
248128,trans-resveratrol,therapeutic,"Lymphoma, Non-Hodgkin",445154.0
248231,resveratrol,therapeutic,Lymphoproliferative Disorders,445154.0
248232,trans-resveratrol,therapeutic,Lymphoproliferative Disorders,445154.0
248255,resveratrol,therapeutic,Macular Degeneration,445154.0
248256,trans-resveratrol,therapeutic,Macular Degeneration,445154.0
248335,resveratrol,therapeutic,"Mammary Neoplasms, Animal",445154.0
248336,trans-resveratrol,therapeutic,"Mammary Neoplasms, Animal",445154.0
248511,resveratrol,therapeutic,"Mammary Neoplasms, Experimental",445154.0
248512,trans-resveratrol,therapeutic,"Mammary Neoplasms, Experimental",445154.0
248859,resveratrol,therapeutic,Melanoma,445154.0
248860,trans-resveratrol,therapeutic,Melanoma,445154.0
249041,resveratrol,therapeutic,"Melanoma, Experimental",445154.0
249042,trans-resveratrol,therapeutic,"Melanoma, Experimental",445154.0
249067,resveratrol,therapeutic,Memory Disorders,445154.0
249068,trans-resveratrol,therapeutic,Memory Disorders,445154.0
249239,resveratrol,therapeutic,"Mesothelioma, Malignant",445154.0
249240,trans-resveratrol,therapeutic,"Mesothelioma, Malignant",445154.0
249357,resveratrol,therapeutic,Metabolic Diseases,445154.0
249358,trans-resveratrol,therapeutic,Metabolic Diseases,445154.0
249371,resveratrol,therapeutic,Metabolic Syndrome X,445154.0
249372,trans-resveratrol,therapeutic,Metabolic Syndrome X,445154.0
249611,resveratrol,therapeutic,Mitochondrial Diseases,445154.0
249612,trans-resveratrol,therapeutic,Mitochondrial Diseases,445154.0
249667,resveratrol,therapeutic,Motor Disorders,445154.0
249668,trans-resveratrol,therapeutic,Motor Disorders,445154.0
249753,resveratrol,therapeutic,Movement Disorders,445154.0
249754,trans-resveratrol,therapeutic,Movement Disorders,445154.0
249807,resveratrol,therapeutic,Multiple Myeloma,445154.0
249808,trans-resveratrol,therapeutic,Multiple Myeloma,445154.0
249909,resveratrol,therapeutic,Muscle Weakness,445154.0
249910,trans-resveratrol,therapeutic,Muscle Weakness,445154.0
249921,resveratrol,therapeutic,Muscular Atrophy,445154.0
249922,trans-resveratrol,therapeutic,Muscular Atrophy,445154.0
249943,resveratrol,therapeutic,"Muscular Atrophy, Spinal",445154.0
249944,trans-resveratrol,therapeutic,"Muscular Atrophy, Spinal",445154.0
249989,resveratrol,therapeutic,"Muscular Dystrophy, Duchenne",445154.0
249990,trans-resveratrol,therapeutic,"Muscular Dystrophy, Duchenne",445154.0
250093,resveratrol,therapeutic,Myocardial Infarction,445154.0
250094,trans-resveratrol,therapeutic,Myocardial Infarction,445154.0
250437,resveratrol,therapeutic,Myocardial Reperfusion Injury,445154.0
250438,trans-resveratrol,therapeutic,Myocardial Reperfusion Injury,445154.0
250575,resveratrol,therapeutic,Myocarditis,445154.0
250576,trans-resveratrol,therapeutic,Myocarditis,445154.0
250637,resveratrol,therapeutic,Nasopharyngeal carcinoma,445154.0
250638,trans-resveratrol,therapeutic,Nasopharyngeal carcinoma,445154.0
250691,resveratrol,therapeutic,Necrosis,445154.0
250692,trans-resveratrol,therapeutic,Necrosis,445154.0
250799,resveratrol,therapeutic,Neointima,445154.0
250800,trans-resveratrol,therapeutic,Neointima,445154.0
250809,resveratrol,therapeutic,Neoplasm Invasiveness,445154.0
250810,trans-resveratrol,therapeutic,Neoplasm Invasiveness,445154.0
251003,resveratrol,therapeutic,Neoplasm Metastasis,445154.0
251004,trans-resveratrol,therapeutic,Neoplasm Metastasis,445154.0
251293,resveratrol,therapeutic,Neoplasms,445154.0
251294,trans-resveratrol,therapeutic,Neoplasms,445154.0
251379,resveratrol,therapeutic,"Neoplasms, Experimental",445154.0
251380,trans-resveratrol,therapeutic,"Neoplasms, Experimental",445154.0
251479,resveratrol,therapeutic,"Neovascularization, Pathologic",445154.0
251480,trans-resveratrol,therapeutic,"Neovascularization, Pathologic",445154.0
251585,resveratrol,therapeutic,Nerve Degeneration,445154.0
251586,trans-resveratrol,therapeutic,Nerve Degeneration,445154.0
251783,resveratrol,therapeutic,Neural Tube Defects,445154.0
251784,trans-resveratrol,therapeutic,Neural Tube Defects,445154.0
251881,resveratrol,therapeutic,Neurodegenerative Diseases,445154.0
251882,trans-resveratrol,therapeutic,Neurodegenerative Diseases,445154.0
252001,resveratrol,therapeutic,Neurogenic Inflammation,445154.0
252002,trans-resveratrol,therapeutic,Neurogenic Inflammation,445154.0
252043,resveratrol,therapeutic,Neurotoxicity Syndromes,445154.0
252044,trans-resveratrol,therapeutic,Neurotoxicity Syndromes,445154.0
252125,resveratrol,therapeutic,Non-alcoholic Fatty Liver Disease,445154.0
252126,trans-resveratrol,therapeutic,Non-alcoholic Fatty Liver Disease,445154.0
252239,resveratrol,therapeutic,Obesity,445154.0
252240,trans-resveratrol,therapeutic,Obesity,445154.0
252511,resveratrol,therapeutic,Oligospermia,445154.0
252512,trans-resveratrol,therapeutic,Oligospermia,445154.0
252537,resveratrol,therapeutic,Opioid-Related Disorders,445154.0
252538,trans-resveratrol,therapeutic,Opioid-Related Disorders,445154.0
252623,resveratrol,therapeutic,Osteoarthritis,445154.0
252624,trans-resveratrol,therapeutic,Osteoarthritis,445154.0
252715,resveratrol,therapeutic,"Osteoarthritis, Knee",445154.0
252716,trans-resveratrol,therapeutic,"Osteoarthritis, Knee",445154.0
252781,resveratrol,therapeutic,Osteoporosis,445154.0
252782,trans-resveratrol,therapeutic,Osteoporosis,445154.0
252845,resveratrol,therapeutic,"Osteoporosis, Postmenopausal",445154.0
252846,trans-resveratrol,therapeutic,"Osteoporosis, Postmenopausal",445154.0
252935,resveratrol,therapeutic,Ovarian Neoplasms,445154.0
252936,trans-resveratrol,therapeutic,Ovarian Neoplasms,445154.0
253119,resveratrol,therapeutic,Pancreatic Neoplasms,445154.0
253120,trans-resveratrol,therapeutic,Pancreatic Neoplasms,445154.0
253225,resveratrol,therapeutic,Pancreatitis,445154.0
253226,trans-resveratrol,therapeutic,Pancreatitis,445154.0
253437,resveratrol,therapeutic,"Parkinson Disease, Secondary",445154.0
253438,trans-resveratrol,therapeutic,"Parkinson Disease, Secondary",445154.0
253449,resveratrol,therapeutic,Parkinsonian Disorders,445154.0
253450,trans-resveratrol,therapeutic,Parkinsonian Disorders,445154.0
253627,resveratrol,therapeutic,Peritonitis,445154.0
253628,trans-resveratrol,therapeutic,Peritonitis,445154.0
253729,resveratrol,therapeutic,Pituitary Neoplasms,445154.0
253730,trans-resveratrol,therapeutic,Pituitary Neoplasms,445154.0
253947,resveratrol,therapeutic,Polycystic Ovary Syndrome,445154.0
253948,trans-resveratrol,therapeutic,Polycystic Ovary Syndrome,445154.0
254123,resveratrol,therapeutic,Precancerous Conditions,445154.0
254124,trans-resveratrol,therapeutic,Precancerous Conditions,445154.0
254243,resveratrol,therapeutic,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,445154.0
254244,trans-resveratrol,therapeutic,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,445154.0
254253,resveratrol,therapeutic,Precursor Cell Lymphoblastic Leukemia-Lymphoma,445154.0
254254,trans-resveratrol,therapeutic,Precursor Cell Lymphoblastic Leukemia-Lymphoma,445154.0
254291,resveratrol,therapeutic,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,445154.0
254292,trans-resveratrol,therapeutic,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,445154.0
254305,resveratrol,therapeutic,Pre-Eclampsia,445154.0
254306,trans-resveratrol,therapeutic,Pre-Eclampsia,445154.0
254357,resveratrol,therapeutic,Prenatal Exposure Delayed Effects,445154.0
254358,trans-resveratrol,therapeutic,Prenatal Exposure Delayed Effects,445154.0
254403,resveratrol,therapeutic,Progeria,445154.0
254404,trans-resveratrol,therapeutic,Progeria,445154.0
254417,resveratrol,therapeutic,Prolactinoma,445154.0
254418,trans-resveratrol,therapeutic,Prolactinoma,445154.0
254469,resveratrol,therapeutic,Prostatic Neoplasms,445154.0
254470,trans-resveratrol,therapeutic,Prostatic Neoplasms,445154.0
254971,resveratrol,therapeutic,Proteinuria,445154.0
254972,trans-resveratrol,therapeutic,Proteinuria,445154.0
255143,resveratrol,therapeutic,"Pulmonary Disease, Chronic Obstructive",445154.0
255144,trans-resveratrol,therapeutic,"Pulmonary Disease, Chronic Obstructive",445154.0
255185,resveratrol,therapeutic,Pulmonary Edema,445154.0
255186,trans-resveratrol,therapeutic,Pulmonary Edema,445154.0
255225,resveratrol,therapeutic,Pulmonary Fibrosis,445154.0
255226,trans-resveratrol,therapeutic,Pulmonary Fibrosis,445154.0
255477,resveratrol,therapeutic,"Renal Insufficiency, Chronic",445154.0
255478,trans-resveratrol,therapeutic,"Renal Insufficiency, Chronic",445154.0
255501,resveratrol,therapeutic,Reperfusion Injury,445154.0
255502,trans-resveratrol,therapeutic,Reperfusion Injury,445154.0
255747,resveratrol,therapeutic,Respiratory Syncytial Virus Infections,445154.0
255748,trans-resveratrol,therapeutic,Respiratory Syncytial Virus Infections,445154.0
255763,resveratrol,therapeutic,Respiratory Tract Diseases,445154.0
255764,trans-resveratrol,therapeutic,Respiratory Tract Diseases,445154.0
255797,resveratrol,therapeutic,Retinal Detachment,445154.0
255798,trans-resveratrol,therapeutic,Retinal Detachment,445154.0
255813,resveratrol,therapeutic,Retinal Diseases,445154.0
255814,trans-resveratrol,therapeutic,Retinal Diseases,445154.0
255847,resveratrol,therapeutic,Retinal Neovascularization,445154.0
255848,trans-resveratrol,therapeutic,Retinal Neovascularization,445154.0
256055,resveratrol,therapeutic,Schistosomiasis japonica,445154.0
256056,trans-resveratrol,therapeutic,Schistosomiasis japonica,445154.0
256177,resveratrol,therapeutic,"Scleroderma, Systemic",445154.0
256178,trans-resveratrol,therapeutic,"Scleroderma, Systemic",445154.0
256193,resveratrol,therapeutic,Scoliosis,445154.0
256194,trans-resveratrol,therapeutic,Scoliosis,445154.0
256213,resveratrol,therapeutic,Seizures,445154.0
256214,trans-resveratrol,therapeutic,Seizures,445154.0
256309,resveratrol,therapeutic,Sepsis,445154.0
256310,trans-resveratrol,therapeutic,Sepsis,445154.0
256375,resveratrol,therapeutic,Sezary Syndrome,445154.0
256376,trans-resveratrol,therapeutic,Sezary Syndrome,445154.0
256413,resveratrol,therapeutic,"Shock, Hemorrhagic",445154.0
256414,trans-resveratrol,therapeutic,"Shock, Hemorrhagic",445154.0
256567,resveratrol,therapeutic,Skin Neoplasms,445154.0
256568,trans-resveratrol,therapeutic,Skin Neoplasms,445154.0
256779,resveratrol,therapeutic,Spinocerebellar Ataxia 17,445154.0
256780,trans-resveratrol,therapeutic,Spinocerebellar Ataxia 17,445154.0
256811,resveratrol,therapeutic,Splenomegaly,445154.0
256812,trans-resveratrol,therapeutic,Splenomegaly,445154.0
256997,resveratrol,therapeutic,Stomach Neoplasms,445154.0
256998,trans-resveratrol,therapeutic,Stomach Neoplasms,445154.0
257309,resveratrol,therapeutic,Stroke,445154.0
257310,trans-resveratrol,therapeutic,Stroke,445154.0
257367,resveratrol,therapeutic,Subarachnoid Hemorrhage,445154.0
257368,trans-resveratrol,therapeutic,Subarachnoid Hemorrhage,445154.0
257377,resveratrol,therapeutic,Substance-Related Disorders,445154.0
257378,trans-resveratrol,therapeutic,Substance-Related Disorders,445154.0
257537,resveratrol,therapeutic,Teratoma,445154.0
257538,trans-resveratrol,therapeutic,Teratoma,445154.0
257541,resveratrol,therapeutic,Testicular Diseases,445154.0
257542,trans-resveratrol,therapeutic,Testicular Diseases,445154.0
257735,resveratrol,therapeutic,"Thyroid cancer, medullary",445154.0
257736,trans-resveratrol,therapeutic,"Thyroid cancer, medullary",445154.0
257857,resveratrol,therapeutic,Tongue Neoplasms,445154.0
257858,trans-resveratrol,therapeutic,Tongue Neoplasms,445154.0
257909,resveratrol,therapeutic,Trigeminal Neuralgia,445154.0
257910,trans-resveratrol,therapeutic,Trigeminal Neuralgia,445154.0
258245,resveratrol,therapeutic,Uterine Cervical Neoplasms,445154.0
258246,trans-resveratrol,therapeutic,Uterine Cervical Neoplasms,445154.0
258287,resveratrol,therapeutic,Uterine Neoplasms,445154.0
258288,trans-resveratrol,therapeutic,Uterine Neoplasms,445154.0
258337,resveratrol,therapeutic,Vascular Diseases,445154.0
258338,trans-resveratrol,therapeutic,Vascular Diseases,445154.0
258381,resveratrol,therapeutic,"Vasospasm, Intracranial",445154.0
258382,trans-resveratrol,therapeutic,"Vasospasm, Intracranial",445154.0
258427,resveratrol,therapeutic,Ventricular Dysfunction,445154.0
258428,trans-resveratrol,therapeutic,Ventricular Dysfunction,445154.0
258441,resveratrol,therapeutic,"Ventricular Dysfunction, Left",445154.0
258442,trans-resveratrol,therapeutic,"Ventricular Dysfunction, Left",445154.0
258473,resveratrol,therapeutic,"Ventricular Dysfunction, Right",445154.0
258474,trans-resveratrol,therapeutic,"Ventricular Dysfunction, Right",445154.0
258487,resveratrol,therapeutic,Ventricular Remodeling,445154.0
258488,trans-resveratrol,therapeutic,Ventricular Remodeling,445154.0
258573,resveratrol,therapeutic,Waldenstrom Macroglobulinemia,445154.0
258574,trans-resveratrol,therapeutic,Waldenstrom Macroglobulinemia,445154.0
258577,resveratrol,therapeutic,Wallerian Degeneration,445154.0
258578,trans-resveratrol,therapeutic,Wallerian Degeneration,445154.0
258587,resveratrol,therapeutic,Wasting Syndrome,445154.0
258588,trans-resveratrol,therapeutic,Wasting Syndrome,445154.0
258593,resveratrol,therapeutic,Weight Gain,445154.0
258594,trans-resveratrol,therapeutic,Weight Gain,445154.0
258685,resveratrol,therapeutic,Weight Loss,445154.0
258686,trans-resveratrol,therapeutic,Weight Loss,445154.0
258717,resveratrol,therapeutic,Werner Syndrome,445154.0
258718,trans-resveratrol,therapeutic,Werner Syndrome,445154.0
258747,resveratrol,therapeutic,Wounds and Injuries,445154.0
258748,trans-resveratrol,therapeutic,Wounds and Injuries,445154.0
258923,resveratrol 3-o-glucoside,therapeutic,Anaphylaxis,5281718.0
259371,resveratrol 3-o-glucoside,therapeutic,Cardiomegaly,5281718.0
259737,resveratrol 3-o-glucoside,therapeutic,"Disease Models, Animal",5281718.0
259849,resveratrol 3-o-glucoside,therapeutic,Endomyocardial Fibrosis,5281718.0
259863,resveratrol 3-o-glucoside,therapeutic,Enterovirus Infections,5281718.0
260299,resveratrol 3-o-glucoside,therapeutic,Hypertrophy,5281718.0
260317,resveratrol 3-o-glucoside,therapeutic,Hyperuricemia,5281718.0
260451,resveratrol 3-o-glucoside,therapeutic,Kidney Diseases,5281718.0
262516,xanthohumol,therapeutic,Breast Neoplasms,639665.0
262563,xanthohumol,therapeutic,"Carcinoma, Hepatocellular",639665.0
262775,xanthohumol,therapeutic,Disease Progression,639665.0
263126,xanthohumol,therapeutic,Lymphatic Metastasis,639665.0
263226,xanthohumol,therapeutic,Neoplasm Invasiveness,639665.0
263295,xanthohumol,therapeutic,Osteoarthritis,639665.0
263306,xanthohumol,therapeutic,Osteoporosis,639665.0
263341,xanthohumol,therapeutic,Periodontitis,639665.0
264835,(-)-epigallocatechin 3-o-gallate,therapeutic,Acute Kidney Injury,65064.0
264860,(-)-epigallocatechin 3-o-gallate,therapeutic,Acute Lung Injury,65064.0
264926,(-)-epigallocatechin 3-o-gallate,therapeutic,Adenoma,65064.0
265147,(-)-epigallocatechin 3-o-gallate,therapeutic,Anxiety Disorders,65064.0
265350,(-)-epigallocatechin 3-o-gallate,therapeutic,Asthma,65064.0
265396,(-)-epigallocatechin 3-o-gallate,therapeutic,Atherosclerosis,65064.0
265496,(-)-epigallocatechin 3-o-gallate,therapeutic,Autoimmune Diseases,65064.0
265691,(-)-epigallocatechin 3-o-gallate,therapeutic,Breast Neoplasms,65064.0
265950,(-)-epigallocatechin 3-o-gallate,therapeutic,"Carcinoma, Hepatocellular",65064.0
266116,(-)-epigallocatechin 3-o-gallate,therapeutic,"Carcinoma, Squamous Cell",65064.0
266244,(-)-epigallocatechin 3-o-gallate,therapeutic,"Cardiomyopathy, Hypertrophic",65064.0
266250,(-)-epigallocatechin 3-o-gallate,therapeutic,Cardiotoxicity,65064.0
266499,(-)-epigallocatechin 3-o-gallate,therapeutic,Cocaine-Related Disorders,65064.0
266565,(-)-epigallocatechin 3-o-gallate,therapeutic,Colonic Neoplasms,65064.0
266612,(-)-epigallocatechin 3-o-gallate,therapeutic,Colorectal Neoplasms,65064.0
266962,(-)-epigallocatechin 3-o-gallate,therapeutic,"Diabetes Mellitus, Type 2",65064.0
267110,(-)-epigallocatechin 3-o-gallate,therapeutic,Drug-Induced Liver Injury,65064.0
267212,(-)-epigallocatechin 3-o-gallate,therapeutic,Edema,65064.0
267531,(-)-epigallocatechin 3-o-gallate,therapeutic,Fish Diseases,65064.0
267753,(-)-epigallocatechin 3-o-gallate,therapeutic,Heart Diseases,65064.0
